# Wiktionary	vie	http://wiktionary.org/	CC BY-SA
10657969-n	vie:lemma	đông	
10657969-n	vie:lemma	股東	
10657969-n	vie:lemma	người	
10657969-n	vie:lemma	có	
10657969-n	vie:lemma	cổ	
10657969-n	vie:lemma	phần	
10665698-n	vie:lemma	học	
10665698-n	vie:lemma	sinh	
10665698-n	vie:lemma	學生	
10665698-n	vie:lemma	sinh	
10665698-n	vie:lemma	viên	
10665698-n	vie:lemma	生員	
10665698-n	vie:lemma	học	
10665698-n	vie:lemma	trò	
10676319-n	vie:lemma	siêu	
10676319-n	vie:lemma	mẫu	
10680370-n	vie:lemma	thay	
10680370-n	vie:lemma	thế	
10680370-n	vie:lemma	mẹ	
10683349-n	vie:lemma	tuyển	
10683349-n	vie:lemma	thủ	
10683349-n	vie:lemma	bơi	
10683349-n	vie:lemma	lội	
10689878-n	vie:lemma	tài	
10689878-n	vie:lemma	năng	
10689878-n	vie:lemma	才能	
10694258-n	vie:lemma	giáo	
10694258-n	vie:lemma	viên	
10694258-n	vie:lemma	教員	
10696251-n	vie:lemma	nhà	
10696251-n	vie:lemma	kỹ	
10696251-n	vie:lemma	thuật	
10701180-n	vie:lemma	người	
10701180-n	vie:lemma	chơi	
10701180-n	vie:lemma	quần	
10701180-n	vie:lemma	vợt	
10701180-n	vie:lemma	người	
10701180-n	vie:lemma	đánh	
10701180-n	vie:lemma	ten-nít	
10702781-n	vie:lemma	người	
10702781-n	vie:lemma	khủng	
10702781-n	vie:lemma	bố	
10707804-n	vie:lemma	kẻ	
10707804-n	vie:lemma	trộm	
10707804-n	vie:lemma	kẻ	
10707804-n	vie:lemma	cắp	
10712374-n	vie:lemma	thợ	
10712374-n	vie:lemma	thiếc	
10725280-n	vie:lemma	thông	
10725280-n	vie:lemma	dịch	
10725280-n	vie:lemma	viên	
10734394-n	vie:lemma	trẻ	
10734394-n	vie:lemma	sinh	
10734394-n	vie:lemma	đôi	
10736091-n	vie:lemma	bác	
10736091-n	vie:lemma	chú	
10736091-n	vie:lemma	cậu	
10749715-n	vie:lemma	thầy	
10749715-n	vie:lemma	thuốc	
10749715-n	vie:lemma	thú	
10749715-n	vie:lemma	y	
10755257-n	vie:lemma	gái	
10755257-n	vie:lemma	trinh	
10761693-n	vie:lemma	người	
10761693-n	vie:lemma	tầm	
10761693-n	vie:lemma	thường	
10763383-n	vie:lemma	người	
10763383-n	vie:lemma	hầu	
10763383-n	vie:lemma	bàn	
10763383-n	vie:lemma	chị	
10763383-n	vie:lemma	hầu	
10763383-n	vie:lemma	bàn	
10763620-n	vie:lemma	chị	
10763620-n	vie:lemma	hầu	
10763620-n	vie:lemma	bàn	
10767519-n	vie:lemma	người	
10767519-n	vie:lemma	giữ	
10767519-n	vie:lemma	kho	
10774329-n	vie:lemma	người	
10774329-n	vie:lemma	phưng	
10774329-n	vie:lemma	tây	
10780284-n	vie:lemma	quả	
10780284-n	vie:lemma	phụ	
10780284-n	vie:lemma	寡婦	
10780506-n	vie:lemma	người	
10780506-n	vie:lemma	góa	
10780506-n	vie:lemma	vợ	
10780632-n	vie:lemma	vợ	
10780632-n	vie:lemma	người	
10780632-n	vie:lemma	vợ	
10782940-n	vie:lemma	người	
10782940-n	vie:lemma	chiến	
10782940-n	vie:lemma	thắng	
10787470-n	vie:lemma	phụ	
10787470-n	vie:lemma	nữ	
10787470-n	vie:lemma	婦女	
10787470-n	vie:lemma	đàn	
10787470-n	vie:lemma	bà	
10794014-n	vie:lemma	nhà	
10794014-n	vie:lemma	văn	
10878161-n	vie:lemma	Caesar	
10906822-n	vie:lemma	Khổng	
10906822-n	vie:lemma	Tử	
10906822-n	vie:lemma	Khổng	
10906822-n	vie:lemma	Phu	
10906822-n	vie:lemma	Tử	
10994308-n	vie:lemma	Thành	
10994308-n	vie:lemma	Cát	
10994308-n	vie:lemma	Tư	
10994308-n	vie:lemma	Hãn	
11033159-n	vie:lemma	Harvard	
11045353-n	vie:lemma	Herod	
11083656-n	vie:lemma	chúa	
11083656-n	vie:lemma	Kitô	
11083656-n	vie:lemma	chúa	
11083656-n	vie:lemma	Giê-su	
11083656-n	vie:lemma	Chúa	
11083656-n	vie:lemma	Giê-su	
11083656-n	vie:lemma	Ki-tô	
11126490-n	vie:lemma	Lê	
11126490-n	vie:lemma	nin	
11126490-n	vie:lemma	Lenin	
11126490-n	vie:lemma	Lênin	
11155444-n	vie:lemma	Mao	
11155444-n	vie:lemma	毛	
11160676-n	vie:lemma	Marx	
11160676-n	vie:lemma	Mác	
11184092-n	vie:lemma	Muhammad	
11225661-n	vie:lemma	Phao-lô	
11250056-n	vie:lemma	Pytago	
11312120-n	vie:lemma	Stalin	
11312120-n	vie:lemma	Xít	
11312120-n	vie:lemma	Ta	
11312120-n	vie:lemma	Lin	
11333762-n	vie:lemma	Tchaikovsky	
11375418-n	vie:lemma	Washington	
11410625-n	vie:lemma	hiệu	
11410625-n	vie:lemma	ứng	
11420376-n	vie:lemma	sự	
11420376-n	vie:lemma	phát	
11420376-n	vie:lemma	sinh	
11420376-n	vie:lemma	tự	
11420376-n	vie:lemma	nhiên	
11422597-n	vie:lemma	bình	
11422597-n	vie:lemma	phun	
11428023-n	vie:lemma	tia	
11429968-n	vie:lemma	huyết	
11429968-n	vie:lemma	áp	
11431754-n	vie:lemma	ruồi	
11431754-n	vie:lemma	trâu	
11434448-n	vie:lemma	trôi	
11434448-n	vie:lemma	dạt	
11434448-n	vie:lemma	lục	
11434448-n	vie:lemma	địa	
11440521-n	vie:lemma	băng	
11440521-n	vie:lemma	giá	
11443532-n	vie:lemma	dòng	
11443532-n	vie:lemma	điện	
11448153-n	vie:lemma	bão	
11448153-n	vie:lemma	cát	
11450566-n	vie:lemma	điện	
11450566-n	vie:lemma	điện	
11450566-n	vie:lemma	năng	
11450869-n	vie:lemma	sóng	
11450869-n	vie:lemma	điện	
11450869-n	vie:lemma	từ	
11454591-n	vie:lemma	lụt	
11454591-n	vie:lemma	nạn	
11454591-n	vie:lemma	lụt	
11458314-n	vie:lemma	sương	
11458314-n	vie:lemma	mù	
11464143-n	vie:lemma	trọng	
11464143-n	vie:lemma	lực	
11464143-n	vie:lemma	重力	
11465530-n	vie:lemma	mưa	
11465530-n	vie:lemma	đá	
11473954-n	vie:lemma	ánh	
11473954-n	vie:lemma	sáng	
11473954-n	vie:lemma	ánh	
11475279-n	vie:lemma	chớp	
11475279-n	vie:lemma	tia	
11475279-n	vie:lemma	chớp	
11477041-n	vie:lemma	quyển	
11477041-n	vie:lemma	từ	
11481334-n	vie:lemma	quỹ	
11481334-n	vie:lemma	đạo	
11481334-n	vie:lemma	軌道	
11482312-n	vie:lemma	máy	
11482312-n	vie:lemma	hâm	
11482312-n	vie:lemma	nóng	
11482985-n	vie:lemma	mô	
11482985-n	vie:lemma	men	
11484375-n	vie:lemma	ảo	
11484375-n	vie:lemma	ảnh	
11484975-n	vie:lemma	ánh	
11484975-n	vie:lemma	trăng	
11485367-n	vie:lemma	ánh	
11485367-n	vie:lemma	sáng	
11485367-n	vie:lemma	mặt	
11485367-n	vie:lemma	trời	
11486708-n	vie:lemma	bệnh	
11486708-n	vie:lemma	thối	
11486708-n	vie:lemma	hoại	
11499284-n	vie:lemma	phóng	
11499284-n	vie:lemma	xạ	
11499284-n	vie:lemma	放射	
11501381-n	vie:lemma	mưa	
11501649-n	vie:lemma	giọt	
11501649-n	vie:lemma	mưa	
11508382-n	vie:lemma	tuyết	
11508382-n	vie:lemma	雪	
11509066-n	vie:lemma	hoa	
11509066-n	vie:lemma	tuyết	
11510571-n	vie:lemma	Gió	
11510571-n	vie:lemma	Mặt	
11510571-n	vie:lemma	Trời	
11519450-n	vie:lemma	vòi	
11519450-n	vie:lemma	rồng	
11519450-n	vie:lemma	bão	
11519450-n	vie:lemma	táp	
11521145-n	vie:lemma	bão	
11524662-n	vie:lemma	thời	
11524662-n	vie:lemma	tiết	
11524662-n	vie:lemma	時節	
11525955-n	vie:lemma	gió	
11545714-n	vie:lemma	cây	
11545714-n	vie:lemma	dương	
11545714-n	vie:lemma	xỉ	
11608250-n	vie:lemma	thông	
11608250-n	vie:lemma	松	
11620673-n	vie:lemma	linh	
11620673-n	vie:lemma	sam	
11624531-n	vie:lemma	vân	
11624531-n	vie:lemma	sam	
11669335-n	vie:lemma	hoa	
11669335-n	vie:lemma	花	
11669335-n	vie:lemma	bông	
11683989-n	vie:lemma	hột	
11683989-n	vie:lemma	hạt	
11684264-n	vie:lemma	vỏ	
11684264-n	vie:lemma	quả	
11690455-n	vie:lemma	cánh	
11690455-n	vie:lemma	hoa	
11709674-n	vie:lemma	ngọc	
11709674-n	vie:lemma	lan	
11714853-n	vie:lemma	súng	
11714853-n	vie:lemma	hoa	
11714853-n	vie:lemma	súng	
11717399-n	vie:lemma	Họ	
11717399-n	vie:lemma	Sen	
11717399-n	vie:lemma	hoa	
11717399-n	vie:lemma	sen	
11717399-n	vie:lemma	liên	
11717399-n	vie:lemma	蓮	
11719286-n	vie:lemma	mẫu	
11719286-n	vie:lemma	đơn	
11752578-n	vie:lemma	cây	
11752578-n	vie:lemma	xa	
11752578-n	vie:lemma	trục	
11752578-n	vie:lemma	thảo	
11799732-n	vie:lemma	nhân	
11799732-n	vie:lemma	sâm	
11799732-n	vie:lemma	人蔘	
11800236-n	vie:lemma	nhân	
11800236-n	vie:lemma	sâm	
11800236-n	vie:lemma	人蔘	
11842204-n	vie:lemma	cây	
11842204-n	vie:lemma	xương	
11842204-n	vie:lemma	rồng	
11875691-n	vie:lemma	cải	
11875691-n	vie:lemma	bắp	
11879895-n	vie:lemma	hạt	
11879895-n	vie:lemma	cải	
11879895-n	vie:lemma	dầu	
11894327-n	vie:lemma	củ	
11894327-n	vie:lemma	cải	
11899921-n	vie:lemma	wasabi	
11928549-n	vie:lemma	ngải	
11928549-n	vie:lemma	cứu	
11939491-n	vie:lemma	hoa	
11939491-n	vie:lemma	cúc	
11951271-n	vie:lemma	cúc	
11951271-n	vie:lemma	đại	
11951271-n	vie:lemma	đóa	
11959632-n	vie:lemma	atisô	
11978233-n	vie:lemma	hoa	
11978233-n	vie:lemma	hướng	
11978233-n	vie:lemma	dương	
11986306-n	vie:lemma	rau	
11986306-n	vie:lemma	diếp	
12024176-n	vie:lemma	bồ	
12024176-n	vie:lemma	công	
12024176-n	vie:lemma	anh	
12041446-n	vie:lemma	phong	
12041446-n	vie:lemma	lan	
12041446-n	vie:lemma	cây	
12041446-n	vie:lemma	lan	
12102133-n	vie:lemma	cỏ	
12135898-n	vie:lemma	cây	
12135898-n	vie:lemma	kê	
12135898-n	vie:lemma	kê	
12141385-n	vie:lemma	ngũ	
12141385-n	vie:lemma	cốc	
12142085-n	vie:lemma	lúa	
12142085-n	vie:lemma	mì	
12143676-n	vie:lemma	bắp	
12143676-n	vie:lemma	ngô	
12157179-n	vie:lemma	lúa	
12157179-n	vie:lemma	mạch	
12157179-n	vie:lemma	đen	
12171966-n	vie:lemma	mướp	
12171966-n	vie:lemma	tây	
12171966-n	vie:lemma	đậu	
12171966-n	vie:lemma	bắp	
12189987-n	vie:lemma	bao	
12189987-n	vie:lemma	báp	
12190869-n	vie:lemma	quả	
12190869-n	vie:lemma	sầu	
12190869-n	vie:lemma	riêng	
12201580-n	vie:lemma	cacao	
12260799-n	vie:lemma	cây	
12260799-n	vie:lemma	gie	
12260799-n	vie:lemma	gai	
12267677-n	vie:lemma	quả	
12267677-n	vie:lemma	đầu	
12268246-n	vie:lemma	sồi	
12306717-n	vie:lemma	hoa	
12306717-n	vie:lemma	lài	
12358293-n	vie:lemma	bạch	
12358293-n	vie:lemma	đậu	
12358293-n	vie:lemma	khấu	
12360108-n	vie:lemma	thu	
12360108-n	vie:lemma	hải	
12360108-n	vie:lemma	đường	
12392070-n	vie:lemma	tầm	
12392070-n	vie:lemma	ma	
12400489-n	vie:lemma	cây	
12400489-n	vie:lemma	sa	
12400489-n	vie:lemma	kê	
12409231-n	vie:lemma	cơm	
12409231-n	vie:lemma	nguội	
12411922-n	vie:lemma	diên	
12411922-n	vie:lemma	vĩ	
12426248-n	vie:lemma	hoa	
12426248-n	vie:lemma	bách	
12426248-n	vie:lemma	hợp	
12433081-n	vie:lemma	hành	
12433081-n	vie:lemma	tây	
12433081-n	vie:lemma	hành	
12454159-n	vie:lemma	uất	
12454159-n	vie:lemma	kim	
12454159-n	vie:lemma	hương	
12454159-n	vie:lemma	uất	
12454159-n	vie:lemma	kim	
12454159-n	vie:lemma	cương	
12456845-n	vie:lemma	hoa	
12456845-n	vie:lemma	kim	
12456845-n	vie:lemma	châm	
12501202-n	vie:lemma	cây	
12501202-n	vie:lemma	me	
12548280-n	vie:lemma	cây	
12548280-n	vie:lemma	chia	
12548280-n	vie:lemma	ba	
12556793-n	vie:lemma	đậu	
12556793-n	vie:lemma	cô	
12556793-n	vie:lemma	ve	
12576323-n	vie:lemma	đậu	
12576323-n	vie:lemma	tằm	
12587803-n	vie:lemma	dừa	
12593994-n	vie:lemma	chi	
12593994-n	vie:lemma	chà	
12593994-n	vie:lemma	là	
12607456-n	vie:lemma	dứa	
12607456-n	vie:lemma	thơm	
12620196-n	vie:lemma	hoa	
12620196-n	vie:lemma	hồng	
12626353-n	vie:lemma	sơn	
12626353-n	vie:lemma	tra	
12633638-n	vie:lemma	cây	
12633638-n	vie:lemma	táo	
12638218-n	vie:lemma	cây	
12638218-n	vie:lemma	mận	
12640607-n	vie:lemma	cây	
12640607-n	vie:lemma	mơ	
12641413-n	vie:lemma	cây	
12641413-n	vie:lemma	anh	
12641413-n	vie:lemma	đào	
12641796-n	vie:lemma	gỗ	
12641796-n	vie:lemma	anh	
12641796-n	vie:lemma	đào	
12651611-n	vie:lemma	cây	
12651611-n	vie:lemma	lê	
12655062-n	vie:lemma	thực	
12655062-n	vie:lemma	quả	
12655062-n	vie:lemma	mâm	
12655062-n	vie:lemma	xôi	
12662772-n	vie:lemma	cà	
12662772-n	vie:lemma	phê	
12692875-n	vie:lemma	hất	
12692875-n	vie:lemma	nhựa	
12692875-n	vie:lemma	thơm	
12696492-n	vie:lemma	sầu	
12696492-n	vie:lemma	đâu	
12708293-n	vie:lemma	cây	
12708293-n	vie:lemma	cam	
12709103-n	vie:lemma	bưởi	
12711596-n	vie:lemma	cây	
12711596-n	vie:lemma	chanh	
12724942-n	vie:lemma	liễu	
12731714-n	vie:lemma	dương	
12745386-n	vie:lemma	chôm	
12745386-n	vie:lemma	chôm	
12761284-n	vie:lemma	xoài	
12761284-n	vie:lemma	quả	
12761284-n	vie:lemma	xoài	
12761284-n	vie:lemma	trái	
12761284-n	vie:lemma	xoài	
12761702-n	vie:lemma	hạt	
12761702-n	vie:lemma	dẻ	
12771192-n	vie:lemma	hồng	
12874783-n	vie:lemma	mè	
12874783-n	vie:lemma	cây	
12874783-n	vie:lemma	vừng	
12874783-n	vie:lemma	hạt	
12874783-n	vie:lemma	vừng	
12896000-n	vie:lemma	cà	
12896000-n	vie:lemma	tím	
12907465-n	vie:lemma	thuốc	
12907465-n	vie:lemma	lá	
12929403-n	vie:lemma	hoa	
12929403-n	vie:lemma	chè	
12929403-n	vie:lemma	hoa	
12929403-n	vie:lemma	trà	
12937678-n	vie:lemma	cà	
12937678-n	vie:lemma	rốt	
12937678-n	vie:lemma	ca	
12937678-n	vie:lemma	rốt	
12942395-n	vie:lemma	mùi	
12942395-n	vie:lemma	tây	
12992868-n	vie:lemma	nấm	
13020191-n	vie:lemma	nấm	
13020191-n	vie:lemma	rơm	
13025647-n	vie:lemma	men	
13085864-n	vie:lemma	mùa	
13085864-n	vie:lemma	màng	
13104059-n	vie:lemma	cây	
13111881-n	vie:lemma	bonsai	
13112664-n	vie:lemma	cây	
13112664-n	vie:lemma	bụi	
13125117-n	vie:lemma	rễ	
13134947-n	vie:lemma	quả	
13134947-n	vie:lemma	trái	
13134947-n	vie:lemma	trái	
13134947-n	vie:lemma	cây	
13136556-n	vie:lemma	đậu	
13152742-n	vie:lemma	lá	
13162297-n	vie:lemma	vỏ	
13162297-n	vie:lemma	vỏ	
13162297-n	vie:lemma	cây	
13163250-n	vie:lemma	nhánh	
13245338-n	vie:lemma	sở	
13245338-n	vie:lemma	hữu	
13245338-n	vie:lemma	trí	
13245338-n	vie:lemma	tuệ	
13246475-n	vie:lemma	bất	
13246475-n	vie:lemma	động	
13246475-n	vie:lemma	sản	
13250542-n	vie:lemma	tiền	
13257511-n	vie:lemma	tổng	
13257511-n	vie:lemma	sản	
13257511-n	vie:lemma	phẩm	
13257511-n	vie:lemma	nội	
13257511-n	vie:lemma	địa	
13257511-n	vie:lemma	tổng	
13257511-n	vie:lemma	sản	
13257511-n	vie:lemma	phẩm	
13257511-n	vie:lemma	quốc	
13257511-n	vie:lemma	nội	
13257511-n	vie:lemma	GDP	
13265011-n	vie:lemma	quà	
13265011-n	vie:lemma	quà	
13265011-n	vie:lemma	tặng	
13265011-n	vie:lemma	quà	
13265011-n	vie:lemma	biếu	
13265425-n	vie:lemma	của	
13265425-n	vie:lemma	hồi	
13265425-n	vie:lemma	môn	
13266170-n	vie:lemma	học	
13266170-n	vie:lemma	bổng	
13270038-n	vie:lemma	tặng	
13279262-n	vie:lemma	lương	
13282275-n	vie:lemma	bớt	
13282275-n	vie:lemma	giá	
13282275-n	vie:lemma	sự	
13282275-n	vie:lemma	bớt	
13282275-n	vie:lemma	sự	
13282275-n	vie:lemma	giảm	
13282275-n	vie:lemma	sự	
13282275-n	vie:lemma	trừ	
13282275-n	vie:lemma	hạ	
13282275-n	vie:lemma	giá	
13302001-n	vie:lemma	giá	
13302001-n	vie:lemma	sinh	
13302001-n	vie:lemma	hoạt	
13310230-n	vie:lemma	thuế	
13310230-n	vie:lemma	thu	
13310230-n	vie:lemma	nhập	
13326620-n	vie:lemma	tỷ	
13326620-n	vie:lemma	giá	
13326620-n	vie:lemma	hối	
13326620-n	vie:lemma	đoái	
13333237-n	vie:lemma	đầu	
13333237-n	vie:lemma	tư	
13347237-n	vie:lemma	bảo	
13347237-n	vie:lemma	hiểm	
13347237-n	vie:lemma	nhân	
13347237-n	vie:lemma	thọ	
13353280-n	vie:lemma	tài	
13353280-n	vie:lemma	phúc	
13353280-n	vie:lemma	財富	
13353607-n	vie:lemma	vốn	
13353607-n	vie:lemma	chính	
13371760-n	vie:lemma	màu	
13371760-n	vie:lemma	vàng	
13371760-n	vie:lemma	vàng	
13371760-n	vie:lemma	kim	
13371760-n	vie:lemma	loại	
13372403-n	vie:lemma	ngọc	
13372403-n	vie:lemma	trai	
13372403-n	vie:lemma	trân	
13372403-n	vie:lemma	châu	
13372403-n	vie:lemma	珍珠	
13376012-n	vie:lemma	thẻ	
13376012-n	vie:lemma	tín	
13376012-n	vie:lemma	dụng	
13381734-n	vie:lemma	séc	
13381734-n	vie:lemma	chi	
13381734-n	vie:lemma	phiếu	
13381734-n	vie:lemma	支票	
13385913-n	vie:lemma	tiền	
13385913-n	vie:lemma	tệ	
13385913-n	vie:lemma	ngoại	
13385913-n	vie:lemma	tệ	
13385913-n	vie:lemma	ngoại	
13385913-n	vie:lemma	hối	
13387209-n	vie:lemma	tiền	
13387209-n	vie:lemma	giấy	
13390626-n	vie:lemma	phần	
13390626-n	vie:lemma	trăm	
13393762-n	vie:lemma	giấy	
13393762-n	vie:lemma	bạc	
13429888-n	vie:lemma	Mỹ	
13429888-n	vie:lemma	hóa	
13429888-n	vie:lemma	美化	
13447361-n	vie:lemma	phản	
13447361-n	vie:lemma	ứng	
13447361-n	vie:lemma	反應	
13447361-n	vie:lemma	phản	
13447361-n	vie:lemma	ứng	
13447361-n	vie:lemma	hóa	
13447361-n	vie:lemma	học	
13449450-n	vie:lemma	biến	
13449450-n	vie:lemma	đổi	
13449450-n	vie:lemma	khí	
13449450-n	vie:lemma	hậu	
13471815-n	vie:lemma	xuất	
13471815-n	vie:lemma	tinh	
13476440-n	vie:lemma	Âu	
13476440-n	vie:lemma	hóa	
13476440-n	vie:lemma	歐化	
13480848-n	vie:lemma	hỏa	
13488110-n	vie:lemma	toàn	
13488110-n	vie:lemma	cầu	
13488110-n	vie:lemma	hóa	
13488110-n	vie:lemma	全球化	
13498828-n	vie:lemma	tăng	
13498828-n	vie:lemma	giá	
13513747-n	vie:lemma	chu	
13513747-n	vie:lemma	kỳ	
13513747-n	vie:lemma	kinh	
13513747-n	vie:lemma	nguyệt	
13514880-n	vie:lemma	biến	
13514880-n	vie:lemma	thái	
13514880-n	vie:lemma	sự	
13514880-n	vie:lemma	變態	
13514880-n	vie:lemma	biến	
13514880-n	vie:lemma	hình	
13514880-n	vie:lemma	變形	
13537429-n	vie:lemma	quang	
13537429-n	vie:lemma	hợp	
13537429-n	vie:lemma	光合	
13540429-n	vie:lemma	xuất	
13540429-n	vie:lemma	tinh	
13540429-n	vie:lemma	sớm	
13550318-n	vie:lemma	sinh	
13550318-n	vie:lemma	sản	
13556893-n	vie:lemma	khói	
13591123-n	vie:lemma	hằng	
13591123-n	vie:lemma	số	
13591123-n	vie:lemma	Planck	
13594302-n	vie:lemma	số	
13594302-n	vie:lemma	nguyên	
13594302-n	vie:lemma	tố	
13596569-n	vie:lemma	không	
13597444-n	vie:lemma	cơ	
13597444-n	vie:lemma	bản	
13597585-n	vie:lemma	số	
13597585-n	vie:lemma	lượng	
13598715-n	vie:lemma	số	
13598715-n	vie:lemma	nguyên	
13598715-n	vie:lemma	tử	
13611207-n	vie:lemma	độ	
13611207-n	vie:lemma	度	
13624190-n	vie:lemma	lít	
13626013-n	vie:lemma	byte	
13636648-n	vie:lemma	coulomb	
13636648-n	vie:lemma	culông	
13637841-n	vie:lemma	ampe	
13643276-n	vie:lemma	vôn	
13644522-n	vie:lemma	watt	
13645010-n	vie:lemma	mã	
13645010-n	vie:lemma	lực	
13645010-n	vie:lemma	馬力	
13647353-n	vie:lemma	triệu	
13647353-n	vie:lemma	tấn	
13648596-n	vie:lemma	giê	
13648596-n	vie:lemma	gờ	
13648596-n	vie:lemma	ghê	
13656520-n	vie:lemma	năm	
13656520-n	vie:lemma	ánh	
13656520-n	vie:lemma	sáng	
13658278-n	vie:lemma	nanômét	
13658496-n	vie:lemma	micrômet	
13658657-n	vie:lemma	milimet	
13658828-n	vie:lemma	xentimét	
13659162-n	vie:lemma	mét	
13659604-n	vie:lemma	hectomet	
13659760-n	vie:lemma	cây	
13659760-n	vie:lemma	số	
13659760-n	vie:lemma	kilômet	
13661273-n	vie:lemma	đồng	
13661273-n	vie:lemma	đô	
13661273-n	vie:lemma	la	
13661273-n	vie:lemma	đô-la	
13661273-n	vie:lemma	đồng	
13661273-n	vie:lemma	Mỹ	
13661820-n	vie:lemma	euro	
13663820-n	vie:lemma	baht	
13671967-n	vie:lemma	đô	
13671967-n	vie:lemma	la	
13671967-n	vie:lemma	Úc	
13672794-n	vie:lemma	đô	
13672794-n	vie:lemma	la	
13672794-n	vie:lemma	Canada	
13674890-n	vie:lemma	đồng	
13674890-n	vie:lemma	銅	
13674890-n	vie:lemma	₫	
13678816-n	vie:lemma	franc	
13678816-n	vie:lemma	Thụy	
13678816-n	vie:lemma	Sĩ	
13680948-n	vie:lemma	kíp	
13680948-n	vie:lemma	kíp	
13680948-n	vie:lemma	Lào	
13686660-n	vie:lemma	bảng	
13686660-n	vie:lemma	Anh	
13699076-n	vie:lemma	đồng	
13699076-n	vie:lemma	rúp	
13709992-n	vie:lemma	yuan	
13714184-n	vie:lemma	độ	
13715614-n	vie:lemma	số	
13715614-n	vie:lemma	khối	
13721387-n	vie:lemma	tấn	
13723061-n	vie:lemma	miligam	
13723712-n	vie:lemma	gam	
13724582-n	vie:lemma	kilôgam	
13726296-n	vie:lemma	calo	
13729428-n	vie:lemma	số	
13729428-n	vie:lemma	phức	
13729428-n	vie:lemma	數複	
13731840-n	vie:lemma	căn	
13731840-n	vie:lemma	bậc	
13731840-n	vie:lemma	hai	
13736799-n	vie:lemma	nửa	
13746512-n	vie:lemma	mười	
13746785-n	vie:lemma	tá	
13751265-n	vie:lemma	vạn	
13751829-n	vie:lemma	tỉ	
13751829-n	vie:lemma	tỷ	
13763384-n	vie:lemma	tối	
13763384-n	vie:lemma	thiểu	
13771828-n	vie:lemma	giọt	
13771828-n	vie:lemma	nhỏ	
13779804-n	vie:lemma	dân	
13779804-n	vie:lemma	số	
13792692-n	vie:lemma	kết	
13792692-n	vie:lemma	nối	
13799392-n	vie:lemma	sự	
13799392-n	vie:lemma	liên	
13799392-n	vie:lemma	kết	
13801937-n	vie:lemma	lối	
13801937-n	vie:lemma	cầu	
13801937-n	vie:lemma	khẩn	
13817526-n	vie:lemma	phần	
13817526-n	vie:lemma	trăm	
13821977-n	vie:lemma	chỉ	
13821977-n	vie:lemma	số	
13821977-n	vie:lemma	thông	
13821977-n	vie:lemma	minh	
13821977-n	vie:lemma	IQ	
13831176-n	vie:lemma	phía	
13831176-n	vie:lemma	bắc	
13831176-n	vie:lemma	hướng	
13831176-n	vie:lemma	bắc	
13831843-n	vie:lemma	phía	
13831843-n	vie:lemma	đông	
13831843-n	vie:lemma	bắc	
13832355-n	vie:lemma	đông	
13832355-n	vie:lemma	phía	
13832355-n	vie:lemma	đông	
13832355-n	vie:lemma	hướng	
13832355-n	vie:lemma	đông	
13832355-n	vie:lemma	phương	
13832355-n	vie:lemma	đông	
13832841-n	vie:lemma	phía	
13832841-n	vie:lemma	đông	
13832841-n	vie:lemma	nam	
13833375-n	vie:lemma	phía	
13833375-n	vie:lemma	nam	
13833375-n	vie:lemma	hướng	
13833375-n	vie:lemma	nam	
13833886-n	vie:lemma	phía	
13833886-n	vie:lemma	tây	
13833886-n	vie:lemma	nam	
13834399-n	vie:lemma	phía	
13834399-n	vie:lemma	tây	
13834399-n	vie:lemma	hướng	
13834399-n	vie:lemma	tây	
13834885-n	vie:lemma	phía	
13834885-n	vie:lemma	tây	
13834885-n	vie:lemma	bắc	
13840719-n	vie:lemma	chính	
13840719-n	vie:lemma	trị	
13840719-n	vie:lemma	政治	
13861050-n	vie:lemma	mặt	
13861050-n	vie:lemma	phẳng	
13862780-n	vie:lemma	hình	
13866144-n	vie:lemma	đa	
13866144-n	vie:lemma	giác	
13873502-n	vie:lemma	vòng	
13873502-n	vie:lemma	tròn	
13873502-n	vie:lemma	đường	
13873502-n	vie:lemma	tròn	
13876371-n	vie:lemma	xoắn	
13876371-n	vie:lemma	ốc	
13878634-n	vie:lemma	vuông	
13882276-n	vie:lemma	hình	
13882276-n	vie:lemma	sáu	
13882276-n	vie:lemma	góc	
13882961-n	vie:lemma	hình	
13882961-n	vie:lemma	thoi	
13883346-n	vie:lemma	hình	
13883346-n	vie:lemma	chữ	
13883346-n	vie:lemma	nhật	
13886371-n	vie:lemma	parabôn	
13887509-n	vie:lemma	gốc	
13893502-n	vie:lemma	góc	
13893502-n	vie:lemma	phương	
13893502-n	vie:lemma	vị	
13893502-n	vie:lemma	角方位	
13899200-n	vie:lemma	mặt	
13899200-n	vie:lemma	cầu	
13901321-n	vie:lemma	ống	
13901585-n	vie:lemma	giọt	
13914837-n	vie:lemma	kim	
13914837-n	vie:lemma	tự	
13914837-n	vie:lemma	tháp	
13915784-n	vie:lemma	Khối	
13915784-n	vie:lemma	mười	
13915784-n	vie:lemma	hai	
13915784-n	vie:lemma	mặt	
13916721-n	vie:lemma	hình	
13916721-n	vie:lemma	lập	
13916721-n	vie:lemma	phương	
13930928-n	vie:lemma	đồng	
13930928-n	vie:lemma	hóa	
13930928-n	vie:lemma	同化	
13931145-n	vie:lemma	tình	
13931145-n	vie:lemma	bạn	
13938440-n	vie:lemma	tiêu	
13938440-n	vie:lemma	chuẩn	
13938440-n	vie:lemma	hoá	
13938440-n	vie:lemma	標準化	
